652,820,1,Abbey Banker,bank,yellow
610,810,1,Abbey Innkeeper,inn,yellow
4525,1060,1,Academy of Arts,painter,yellow
5737,3262,1,Adventure Outfitters,provisioner,yellow
1981,2838,1,Adventurer's Clothing,tailor,yellow
535,867,1,The Adventurer's Friend,provisioner,yellow
1359,3781,1,Adventurer's Needle,tailor,yellow
2992,638,1,The Adventurer's Supplies,provisioner,yellow
5301,88,1,The Alchemist of Wind,mage,yellow
1637,1693,1,Artistic Armour,arms,yellow
1442,1662,1,Artists' Guild,rogues,yellow
1880,2802,1,Baked Delights,baker,yellow
3755,2227,1,Baker's Dozen,baker,yellow
1364,3732,1,Baker's Dozen,baker,yellow
1813,2825,1,Bank of Britannia: Trinsic Branch,bank,yellow
3734,2149,1,Bank of Magincia,bank,yellow
2503,552,1,Bank of Minoc,bank,yellow
3764,1317,1,Bank of Nujel'm,bank,yellow
587,2146,1,Bank of Skara Brae,bank,yellow
3740,1197,1,Bardic Guild,bardic,yellow
5197,4060,1,The Barely Inn,inn,yellow
2475,397,1,The Barnacle,tavern,yellow
1962,2691,1,Barracks,point,yellow
1937,2711,1,Barracks,point,yellow
1938,2688,1,Barracks,point,yellow
2122,2755,1,Barrier Isle,Island,yellow
571,2119,1,Beasts of Burden,stables,yellow
5542,2999,1,Beggars Gorge,Terrain,yellow
1431,1612,1,The Best Hides of Britain,tanner,yellow
3007,3408,1,Blacksmith,blacksmith,yellow
590,2205,1,Bloody Bowman,bowyer,yellow
570,1015,1,Bloody Thumb Woodworks,carpenter,yellow
1498,1691,1,The Blue Boar,tavern,yellow
582,2186,1,Bountiful Meats,butcher,yellow
3683,2171,1,The Bread Basket,baker,yellow
1789,2923,1,bridge,bridge,yellow
1778,2848,1,bridge,bridge,yellow
1546,1634,1,Britain,town,yellow,1
1371,1482,1,Britain Cemetery,graveyard,yellow
1470,1765,1,Britain Docks,docks,yellow
1336,1997,1,Britain Moongate,moongate,yellow
1409,1590,1,Britain Public Library,library,yellow
1348,1778,1,Britain's Blacksmith Guild,blacksmiths,yellow
1469,1668,1,Britain's Premier Provisioners and Fish Shoppe,provisioner,yellow
3013,3353,1,Britainian Herbs,reagents,yellow
1507,1567,1,Britannia Animal Care,point,yellow
295,764,1,Britannia Prison,landmark,yellow
1850,2796,1,Britannia Provisions,provisioner,yellow
4511,1376,1,Britannia Royal Zoo,landmark,yellow
2967,3408,1,The Broken Arrow Inn,inn,yellow
1939,2739,1,The Brotherhood of Trinsic,warriors,yellow
1362,3700,1,Brothers In Arms,weapons,yellow
2892,654,1,The Bubbling Brew,mage,yellow
2667,2087,1,Buccaneer's Bath,point,yellow
2720,2110,1,Buccaneer's Den,town,yellow,1
2752,2155,1,Buccaneer's Den Docks,docks,yellow
2707,2178,1,Buccaneer's Den Leatherworks,tanner,yellow
1510,1543,1,The Bucking Horse Stables,stables,yellow
628,2160,1,Builder's Delight,carpenter,yellow
5310,34,1,bunkhouse,inn,yellow
2957,705,1,The Busy Bees,beekeeper,yellow
2992,776,1,The Butcher's Knife,butcher,yellow
1475,3865,1,Call to Arms,arms,yellow
5691,3209,1,The Carpentry House,carpenter,yellow
1427,1716,1,The Cat's Lair,tavern,yellow
1578,1558,1,Cavalry Guild,cavalry,yellow
2437,1104,1,cemetery,graveyard,yellow
5696,3660,1,cemetery passage,graveyard,yellow
1538,1597,1,The Chamber of Virtue,point,yellow
2841,907,1,The Champion's of Light,warriors,yellow
1458,844,1,Chaos,shrine,yellow
3727,1361,1,The Chessboard,point,yellow
5260,3737,1,Cibilo Creek,Body,yellow
1370,3868,1,City Gate,gate,yellow
1475,3690,1,City Gate,gate,yellow
3657,1202,1,City Gates,gate,yellow
5219,3645,1,City of the Dead,ruins,yellow
1449,1723,1,The Cleaver,butcher,yellow
2906,710,1,The Colored Canvass,painter,yellow
1858,874,1,Compassion,shrine,yellow
2948,3349,1,Counselor's Guild,guild,yellow
3721,2177,1,Counselor's Guild,guild,yellow
610,2128,1,Counselor's Guild,guild,yellow
2434,438,1,Counselor's Guild,guild,yellow
1498,1518,1,Counselor's Guild,guild,yellow
3769,1190,1,Counselor's Guild,guild,yellow
616,980,1,Counselor's Guild,guild,yellow
4478,1126,1,Counselor's Guild,guild,yellow
1418,3703,1,Counselor's Guild,guild,yellow
2843,944,1,Counselor's Guild,guild,yellow
1893,2838,1,Counselor's Guild,guild,yellow
1628,1664,1,Counselor's Guild,guild,yellow
370,899,1,Court of Truth,landmark,yellow
2260,1206,1,Cove,town,yellow,1
2275,1201,1,Cove Bank,bank,yellow
2256,1181,1,Cove Dock,docks,yellow
2260,1231,1,Cove Stables,stables,yellow
2499,916,1,Covetous,dungeon,yellow,1
5456,1863,1,Covetous,exit,yellow
1476,1745,1,Customs,customs,yellow
2637,2075,1,Cutlass Smithing,blacksmith,yellow
5139,2903,1,Cyclops Valley,Terrain,yellow
1521,1673,1,Cypress Bridge,bridge,yellow
5265,3270,1,Damwin Thicket,Terrain,yellow
1359,3763,1,Deadly Intentions,arms,yellow
3715,1383,1,Debtor's Prison,point,yellow
4111,429,1,Deceit,dungeon,yellow,1
5188,638,1,Deceit,exit,yellow
647,1087,1,Deep Forest Healing,healer,yellow
5227,3978,1,Delucia,town,yellow,1
5297,4007,1,Delucia Stable,stables,yellow
5234,4025,1,Delucia Tailor,tailor,yellow
1296,1082,1,Despise,dungeon,yellow,1
5588,632,1,Despise,exit,yellow
1176,2635,1,Destard,dungeon,yellow,1
5244,1007,1,Destard,exit,yellow
2972,3425,1,The Dog and Lion Pub,tavern,yellow
1397,3744,1,The Dueling Pit,point,yellow
1655,1606,1,East Britain Bank,bank,yellow
2587,492,1,The East Mines,scenic,yellow
1608,1622,1,East Side Park,point,yellow
2083,2796,1,East Trinsic Bridge,bridge,yellow
635,851,1,Empath Abbey,landmark,yellow
4545,860,1,Encyclopedia Magicka,mages,yellow
1843,2711,1,Encyclopedia Magicka,mage,yellow
5165,246,1,entrance,landmark,yellow
1498,1659,1,Ethereal Goods,reagents,yellow
595,2248,1,The Falconer's Inn,inn,yellow
3661,2183,1,The Family Jewels,jeweler,yellow
4481,1085,1,Farmer's Market,market,yellow
1392,3824,1,Farmer's Market,market,yellow
611,2157,1,Farmer's Market,market,yellow
3019,766,1,Farmer's Market,market,yellow
2216,1192,1,The Farmer's Market,provisioner,yellow
4395,1137,1,The Fatted Calf,butcher,yellow
1457,4028,1,Finest Cuts,butcher,yellow
2922,3402,1,Fire,dungeon,yellow,1
5757,2909,1,Fire,dungeon,yellow,1
5687,1424,1,Fire (B),exit,yellow
5792,1415,1,Fire (LL),exit,yellow
1425,1690,1,The First Bank of Britain,bank,yellow
4471,1156,1,First Bank of Moonglow and Tinker's Guild,bank,yellow
1395,3705,1,First Defense,blacksmith,yellow
1494,1715,1,The First Library of Britain,library,yellow
2010,2807,1,First Trinsic Stablery,stables,yellow
3012,3457,1,Fisherman's Brew,tavern,yellow
2963,813,1,The Fisherman's Guild,fishermans,yellow
3685,2256,1,Fisherman's Guild and Supplies,fishermans,yellow
3018,785,1,Fisherman's Warf,market,yellow
2471,564,1,The Forgery,blacksmith,yellow
1435,3820,1,From Tree to Yew,carpenter,yellow
3667,2252,1,The Furled Sail,shipwright,yellow
2899,790,1,The Gadget's Corner,tinker,yellow
1404,3805,1,Gadgets and Things,tinker,yellow
2618,980,1,gate to Buccaneer's Den,teleporter,yellow
2728,2133,1,gate to mainland,teleporter,yellow
1635,1561,1,Gazebo,point,yellow
2461,457,1,Gears and Gadgets,tinker,yellow
5804,3468,1,The Gentle River,Body,yellow
5838,3766,1,The Gentle River,Body,yellow
1655,1642,1,A Girl's Best Friend,jeweler,yellow
2505,432,1,The Golden Pick Axe,miners,yellow
1450,1617,1,Good Eats,baker,yellow
652,2160,1,Gore Galore,arms,yellow
3730,2218,1,Great Horns Tavern,tavern,yellow
624,1147,1,Great Oak Bowyer,bowyer,yellow
634,1038,1,Great Oak Vessels,shipwright,yellow
1383,1746,1,Gung Farmer's Bridge,bridge,yellow
2533,654,1,Gypsy Camp,scenic,yellow
1418,1547,1,The Hammer and Anvil,blacksmith,yellow
2917,798,1,The Hammer and Nail,carpenter,yellow
1437,3884,1,Hand of Death,armourers,yellow
5191,3989,1,a Healer,healer,yellow
1472,1607,1,Healer of Britain,healer,yellow
2709,2130,1,Healer of Buccaneer's Den,healer,yellow
3687,2227,1,Healer of Magincia,healer,yellow
620,2218,1,Healer of Skara Brae,healer,yellow
2920,856,1,Healer of Vesper,healer,yellow
532,958,1,Healer of Yew,healer,yellow
2577,599,1,The Healing Hand,healer,yellow
2245,1231,1,The Healing Hand,healer,yellow
5737,3222,1,The Healing Hand,healer,yellow
1437,1647,1,Heavy Metal Armorer,arms,yellow
1146,2215,1,Hedge Maze,scenic,yellow
4416,1133,1,Herbal Splendor,reagents,yellow
4212,563,1,Honesty,shrine,yellow
1723,3527,1,Honor,shrine,yellow
1937,2771,1,Honorable Arms,blacksmith,yellow
5978,3447,1,Hoppers Bog,Terrain,yellow
1452,3770,1,The Horse's Head,tavern,yellow
4274,3697,1,Humility,shrine,yellow
5296,3978,1,Hut of Magics,mage,yellow
4722,3814,1,Hythloth,dungeon,yellow,1
5904,16,1,Hythloth,exit,yellow
5203,2328,1,Ice,dungeon,yellow,1
1996,80,1,Ice,dungeon,yellow,1
5882,243,1,Ice (B),exit,yellow
5875,147,1,Ice (LL),exit,yellow
1590,1654,1,Incantations & Enchantments,mage,yellow
2782,969,1,The Ironwood Inn,inn,yellow
2865,852,1,The Ironworks,arms,yellow
2494,3576,1,island temple portal,teleporter,yellow
5274,2883,1,J'Fer Sok,Body,yellow
1855,2769,1,Jail,point,yellow
5291,1169,1,jail,landmark,yellow
3778,1172,1,Jewel of the Isle,jeweler,yellow
1359,3671,1,Jhelom,town,yellow,1
1456,3850,1,Jhelom Armory,arms,yellow
1317,3773,1,Jhelom Bank and Jeweler,bank,yellow
1283,3731,1,Jhelom Cemetery,graveyard,yellow
1512,3989,1,Jhelom Docks,docks,yellow
1372,3908,1,Jhelom Docks,docks,yellow
